### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,443,570,18.5468,0,255,0,0,100,1,1
1,571,315,74.2783,0,255,0,0,100,1,1
2,164,457,21.6856,0,255,0,0,100,1,1
3,415,200,112.985,0,255,0,0,100,1,1
4,517,285,95.1849,0,255,0,0,100,1,1
5,255,154,-153.385,0,255,0,0,100,1,1
6,50,272,82.2151,0,255,0,0,100,1,1
7,186,544,-168.443,0,255,0,0,100,1,1
8,288,251,93.0619,0,255,0,0,100,1,1
9,462,373,-120.232,0,255,0,0,100,1,1
10,243,77,-125.467,0,255,0,0,100,1,1
11,174,574,-173.638,0,255,0,0,100,1,1
12,564,562,-30.5695,0,255,0,0,100,1,1
13,487,506,-132.196,0,255,0,0,100,1,1
14,561,519,-55.0482,0,255,0,0,100,1,1
15,186,85,18.6848,0,255,0,0,100,1,1
16,372,370,-148.111,0,255,0,0,100,1,1
17,150,513,129.601,0,255,0,0,100,1,1
18,364,528,88.8823,0,255,0,0,100,1,1
19,225,363,-67.1678,0,255,0,0,100,1,1
20,561,59,136.063,0,255,0,0,100,1,1
21,445,258,-118.624,0,255,0,0,100,1,1
22,577,63,124.744,0,255,0,0,100,1,1
23,193,232,153.971,0,255,0,0,100,1,1
24,441,375,-53.3851,0,255,0,0,100,1,1
25,378,581,76.052,0,255,0,0,100,1,1
26,472,579,97.1064,0,255,0,0,100,1,1
27,136,189,-152.226,0,255,0,0,100,1,1
28,341,418,-151.689,0,255,0,0,100,1,1
29,227,532,-172.618,0,255,0,0,100,1,1
30,196,163,-64.8745,0,255,0,0,100,1,1
31,157,113,-98.5732,0,255,0,0,100,1,1
32,280,80,-130.83,0,255,0,0,100,1,1
33,550,295,34.0237,0,255,0,0,100,1,1
34,32,253,15.8738,0,255,0,0,100,1,1
35,357,485,120.279,0,255,0,0,100,1,1
36,257,203,-168.115,0,255,0,0,100,1,1
37,176,236,72.7769,0,255,0,0,100,1,1
38,15,368,-160.194,0,255,0,0,100,1,1
39,412,502,52.8869,0,255,0,0,100,1,1
40,43,47,-77.9336,0,255,0,0,100,1,1
41,187,181,57.968,0,255,0,0,100,1,1
42,426,532,157.184,0,255,0,0,100,1,1
43,580,582,102.967,0,255,0,0,100,1,1
44,263,254,-20.8903,0,255,0,0,100,1,1
45,175,454,-118.725,0,255,0,0,100,1,1
46,461,154,63.0988,0,255,0,0,100,1,1
47,76,409,-152.096,0,255,0,0,100,1,1
48,355,418,31.4635,0,255,0,0,100,1,1
49,123,394,52.5212,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
