### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,559,183,-84.2342,0,255,0,0,100,1,1
1,533,342,-141.189,0,255,0,0,100,1,1
2,158,243,89.2121,0,255,0,0,100,1,1
3,527,62,-155.147,0,255,0,0,100,1,1
4,262,420,44.7238,0,255,0,0,100,1,1
5,381,524,-157.81,0,255,0,0,100,1,1
6,533,541,130.774,0,255,0,0,100,1,1
7,547,20,-171.607,0,255,0,0,100,1,1
8,122,88,-64.8516,0,255,0,0,100,1,1
9,136,281,-38.6262,0,255,0,0,100,1,1
10,212,23,-3.66509,0,255,0,0,100,1,1
11,95,331,37.2181,0,255,0,0,100,1,1
12,525,42,-86.3182,0,255,0,0,100,1,1
13,224,96,86.2242,0,255,0,0,100,1,1
14,577,460,-79.4036,0,255,0,0,100,1,1
15,231,436,67.9128,0,255,0,0,100,1,1
16,87,67,13.9804,0,255,0,0,100,1,1
17,503,211,-55.0836,0,255,0,0,100,1,1
18,432,504,-96.9473,0,255,0,0,100,1,1
19,209,245,74.8325,0,255,0,0,100,1,1
20,576,190,24.3879,0,255,0,0,100,1,1
21,452,276,155.831,0,255,0,0,100,1,1
22,433,236,-91.003,0,255,0,0,100,1,1
23,440,403,77.7341,0,255,0,0,100,1,1
24,56,370,166.843,0,255,0,0,100,1,1
25,86,318,84.5236,0,255,0,0,100,1,1
26,74,427,119.6,0,255,0,0,100,1,1
27,143,175,171.939,0,255,0,0,100,1,1
28,211,329,-172.744,0,255,0,0,100,1,1
29,186,67,6.52582,0,255,0,0,100,1,1
30,528,576,50.3939,0,255,0,0,100,1,1
31,320,370,-99.0692,0,255,0,0,100,1,1
32,258,253,-37.4753,0,255,0,0,100,1,1
33,231,140,42.5954,0,255,0,0,100,1,1
34,126,148,17.492,0,255,0,0,100,1,1
35,226,65,-122.273,0,255,0,0,100,1,1
36,140,331,-94.5972,0,255,0,0,100,1,1
37,472,282,175.146,0,255,0,0,100,1,1
38,10,41,-111.701,0,255,0,0,100,1,1
39,471,130,161.45,0,255,0,0,100,1,1
40,141,134,4.93021,0,255,0,0,100,1,1
41,346,505,-75.1919,0,255,0,0,100,1,1
42,173,405,-72.1117,0,255,0,0,100,1,1
43,282,356,155.019,0,255,0,0,100,1,1
44,281,509,-153.021,0,255,0,0,100,1,1
45,170,105,107.938,0,255,0,0,100,1,1
46,212,51,-41.3715,0,255,0,0,100,1,1
47,60,430,-154.625,0,255,0,0,100,1,1
48,36,303,-67.2675,0,255,0,0,100,1,1
49,352,556,79.8408,0,255,0,0,100,1,1
50,468,75,-50.7432,0,255,0,0,100,1,1
51,563,339,169.9,0,255,0,0,100,1,1
52,28,429,-84.6827,0,255,0,0,100,1,1
53,360,365,121.831,0,255,0,0,100,1,1
54,129,322,16.4052,0,255,0,0,100,1,1
55,252,247,-175.004,0,255,0,0,100,1,1
56,168,118,167.108,0,255,0,0,100,1,1
57,460,475,125.448,0,255,0,0,100,1,1
58,466,250,21.9906,0,255,0,0,100,1,1
59,507,260,-178.914,0,255,0,0,100,1,1
60,421,554,50.4716,0,255,0,0,100,1,1
61,292,380,-6.20814,0,255,0,0,100,1,1
62,45,22,-92.0935,0,255,0,0,100,1,1
63,520,219,-58.9575,0,255,0,0,100,1,1
64,470,176,-70.399,0,255,0,0,100,1,1
65,239,341,26.1537,0,255,0,0,100,1,1
66,449,19,-52.4383,0,255,0,0,100,1,1
67,469,558,-93.2222,0,255,0,0,100,1,1
68,527,420,158.371,0,255,0,0,100,1,1
69,219,430,-62.6786,0,255,0,0,100,1,1
70,282,140,112.415,0,255,0,0,100,1,1
71,296,487,91.2873,0,255,0,0,100,1,1
72,245,413,74.4238,0,255,0,0,100,1,1
73,482,297,132.812,0,255,0,0,100,1,1
74,133,18,139.948,0,255,0,0,100,1,1
75,281,169,-25.2266,0,255,0,0,100,1,1
76,423,216,-49.1318,0,255,0,0,100,1,1
77,431,75,70.0858,0,255,0,0,100,1,1
78,39,496,-88.6888,0,255,0,0,100,1,1
79,471,227,-18.1573,0,255,0,0,100,1,1
80,452,33,145.862,0,255,0,0,100,1,1
81,567,275,85.9283,0,255,0,0,100,1,1
82,299,249,-27.9495,0,255,0,0,100,1,1
83,144,470,129.372,0,255,0,0,100,1,1
84,474,339,45.5804,0,255,0,0,100,1,1
85,15,96,-145.514,0,255,0,0,100,1,1
86,228,169,-57.4413,0,255,0,0,100,1,1
87,386,488,107.295,0,255,0,0,100,1,1
88,446,497,70.0025,0,255,0,0,100,1,1
89,29,27,-131.627,0,255,0,0,100,1,1
90,58,243,-18.0304,0,255,0,0,100,1,1
91,27,546,-105.909,0,255,0,0,100,1,1
92,227,530,-65.9106,0,255,0,0,100,1,1
93,156,574,39.0996,0,255,0,0,100,1,1
94,568,110,77.6496,0,255,0,0,100,1,1
