### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,246,432,81.2121,0,255,0,0,100,1,1
1,491,193,-80.9173,0,255,0,0,100,1,1
2,209,108,68.6514,0,255,0,0,100,1,1
3,204,396,-169.933,0,255,0,0,100,1,1
4,147,536,-49.3902,0,255,0,0,100,1,1
5,506,170,-142.791,0,255,0,0,100,1,1
6,506,288,-61.9836,0,255,0,0,100,1,1
7,502,301,-107.984,0,255,0,0,100,1,1
8,535,542,126.021,0,255,0,0,100,1,1
9,374,437,-173.214,0,255,0,0,100,1,1
10,173,153,10.5823,0,255,0,0,100,1,1
11,414,338,-16.3679,0,255,0,0,100,1,1
12,60,260,170.779,0,255,0,0,100,1,1
13,571,33,-178.909,0,255,0,0,100,1,1
14,170,86,99.3041,0,255,0,0,100,1,1
15,140,317,48.933,0,255,0,0,100,1,1
16,77,572,-18.5323,0,255,0,0,100,1,1
17,461,392,82.4981,0,255,0,0,100,1,1
18,469,184,-148.688,0,255,0,0,100,1,1
19,418,460,-52.4518,0,255,0,0,100,1,1
20,21,294,-95.7249,0,255,0,0,100,1,1
21,331,47,43.9791,0,255,0,0,100,1,1
22,18,65,-106.649,0,255,0,0,100,1,1
23,543,248,40.8836,0,255,0,0,100,1,1
24,513,332,8.88749,0,255,0,0,100,1,1
25,68,517,36.9866,0,255,0,0,100,1,1
26,556,499,141.798,0,255,0,0,100,1,1
27,384,574,-75.3396,0,255,0,0,100,1,1
28,266,19,-4.98092,0,255,0,0,100,1,1
29,205,154,-77.26,0,255,0,0,100,1,1
30,175,258,83.6625,0,255,0,0,100,1,1
31,472,74,-19.3303,0,255,0,0,100,1,1
32,556,299,3.34524,0,255,0,0,100,1,1
33,454,77,-133.666,0,255,0,0,100,1,1
34,219,494,150.785,0,255,0,0,100,1,1
35,581,426,-131.3,0,255,0,0,100,1,1
36,192,317,155.066,0,255,0,0,100,1,1
37,47,434,-125.7,0,255,0,0,100,1,1
38,259,497,-16.3442,0,255,0,0,100,1,1
39,480,353,-38.4244,0,255,0,0,100,1,1
40,582,28,153.273,0,255,0,0,100,1,1
41,318,282,171.412,0,255,0,0,100,1,1
42,507,91,22.5015,0,255,0,0,100,1,1
43,92,488,143.749,0,255,0,0,100,1,1
44,126,491,-100.586,0,255,0,0,100,1,1
45,534,572,-135.217,0,255,0,0,100,1,1
46,482,267,-28.8209,0,255,0,0,100,1,1
47,555,540,111.765,0,255,0,0,100,1,1
48,209,439,100.457,0,255,0,0,100,1,1
49,368,458,171.229,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
