### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,355,434,-177.525,0,255,0,0,100,1,1
1,516,372,100.833,0,255,0,0,100,1,1
2,41,44,38.9679,0,255,0,0,100,1,1
3,457,514,-150.109,0,255,0,0,100,1,1
4,241,394,-58.6378,0,255,0,0,100,1,1
5,244,284,152.338,0,255,0,0,100,1,1
6,87,163,138.156,0,255,0,0,100,1,1
7,88,17,-38.0867,0,255,0,0,100,1,1
8,309,409,10.945,0,255,0,0,100,1,1
9,414,266,-107.58,0,255,0,0,100,1,1
10,388,564,151.081,0,255,0,0,100,1,1
11,123,292,-171.477,0,255,0,0,100,1,1
12,408,297,-22.323,0,255,0,0,100,1,1
13,236,282,-128.284,0,255,0,0,100,1,1
14,330,459,-103.897,0,255,0,0,100,1,1
15,398,447,170.834,0,255,0,0,100,1,1
16,202,161,-35.2291,0,255,0,0,100,1,1
17,204,413,-160.419,0,255,0,0,100,1,1
18,85,285,-133.471,0,255,0,0,100,1,1
19,398,334,-80.2336,0,255,0,0,100,1,1
20,9,87,-178.056,0,255,0,0,100,1,1
21,323,85,-104.606,0,255,0,0,100,1,1
22,210,63,-97.4936,0,255,0,0,100,1,1
23,414,474,-168.382,0,255,0,0,100,1,1
24,479,451,86.0808,0,255,0,0,100,1,1
25,435,80,-155.293,0,255,0,0,100,1,1
26,79,13,-105.13,0,255,0,0,100,1,1
27,383,131,41.7486,0,255,0,0,100,1,1
28,122,328,125.486,0,255,0,0,100,1,1
29,502,208,-14.2648,0,255,0,0,100,1,1
30,244,114,165.747,0,255,0,0,100,1,1
31,185,569,157.252,0,255,0,0,100,1,1
32,445,19,-71.8298,0,255,0,0,100,1,1
33,96,551,-99.0932,0,255,0,0,100,1,1
34,425,33,-67.3452,0,255,0,0,100,1,1
35,110,191,-12.1727,0,255,0,0,100,1,1
36,402,62,-47.5793,0,255,0,0,100,1,1
37,183,119,95.623,0,255,0,0,100,1,1
38,496,295,79.8182,0,255,0,0,100,1,1
39,51,338,50.9168,0,255,0,0,100,1,1
40,410,327,-21.9104,0,255,0,0,100,1,1
41,494,111,-86.8265,0,255,0,0,100,1,1
42,114,34,65.3504,0,255,0,0,100,1,1
43,221,32,22.461,0,255,0,0,100,1,1
44,247,429,-39.2023,0,255,0,0,100,1,1
45,530,117,37.2778,0,255,0,0,100,1,1
46,260,505,-127.972,0,255,0,0,100,1,1
47,52,210,-68.0268,0,255,0,0,100,1,1
48,379,364,96.9867,0,255,0,0,100,1,1
49,554,412,-96.4129,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
