### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,269,90,147.291,0,255,0,0,100,1,1
1,60,295,149.899,0,255,0,0,100,1,1
2,490,278,65.3847,0,255,0,0,100,1,1
3,159,265,-30.942,0,255,0,0,100,1,1
4,436,391,-16.0201,0,255,0,0,100,1,1
5,290,108,-103.804,0,255,0,0,100,1,1
6,217,556,26.3803,0,255,0,0,100,1,1
7,416,242,112.402,0,255,0,0,100,1,1
8,150,238,-63.7204,0,255,0,0,100,1,1
9,157,300,160.412,0,255,0,0,100,1,1
10,231,543,33.4798,0,255,0,0,100,1,1
11,328,522,156.025,0,255,0,0,100,1,1
12,469,333,6.91892,0,255,0,0,100,1,1
13,133,101,63.6554,0,255,0,0,100,1,1
14,259,501,-75.4277,0,255,0,0,100,1,1
15,71,209,11.4038,0,255,0,0,100,1,1
16,211,326,-29.2407,0,255,0,0,100,1,1
17,238,280,108.746,0,255,0,0,100,1,1
18,424,348,-172.73,0,255,0,0,100,1,1
19,442,470,-90.905,0,255,0,0,100,1,1
20,458,183,-94.3862,0,255,0,0,100,1,1
21,181,473,69.1155,0,255,0,0,100,1,1
22,401,241,122.981,0,255,0,0,100,1,1
23,447,85,63.1587,0,255,0,0,100,1,1
24,65,341,-154.026,0,255,0,0,100,1,1
25,289,205,-169.289,0,255,0,0,100,1,1
26,343,332,55.0604,0,255,0,0,100,1,1
27,302,119,71.7108,0,255,0,0,100,1,1
28,290,571,-68.3934,0,255,0,0,100,1,1
29,308,33,-144.84,0,255,0,0,100,1,1
30,536,377,-141.739,0,255,0,0,100,1,1
31,188,548,111.11,0,255,0,0,100,1,1
32,516,363,-32.7878,0,255,0,0,100,1,1
33,511,199,-141.982,0,255,0,0,100,1,1
34,322,302,59.3796,0,255,0,0,100,1,1
35,163,101,47.4034,0,255,0,0,100,1,1
36,139,17,-102.692,0,255,0,0,100,1,1
37,467,408,-173.245,0,255,0,0,100,1,1
38,155,487,36.5783,0,255,0,0,100,1,1
39,476,565,-160.713,0,255,0,0,100,1,1
40,552,578,47.8426,0,255,0,0,100,1,1
41,522,245,-137.916,0,255,0,0,100,1,1
42,529,222,-85.7158,0,255,0,0,100,1,1
43,213,130,-121.974,0,255,0,0,100,1,1
44,256,365,77.1047,0,255,0,0,100,1,1
45,109,265,16.8152,0,255,0,0,100,1,1
46,285,489,87.0433,0,255,0,0,100,1,1
47,455,356,163.063,0,255,0,0,100,1,1
48,131,473,-47.834,0,255,0,0,100,1,1
49,584,419,-24.4256,0,255,0,0,100,1,1
50,273,131,90.0584,0,255,0,0,100,1,1
51,402,151,-152.631,0,255,0,0,100,1,1
52,252,13,32.2534,0,255,0,0,100,1,1
53,519,25,-72.1789,0,255,0,0,100,1,1
54,571,109,15.1392,0,255,0,0,100,1,1
55,142,412,-158.568,0,255,0,0,100,1,1
56,444,453,71.9601,0,255,0,0,100,1,1
57,397,36,54.0096,0,255,0,0,100,1,1
58,354,297,-15.0852,0,255,0,0,100,1,1
59,244,93,32.1322,0,255,0,0,100,1,1
60,190,26,-101.632,0,255,0,0,100,1,1
