### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,234,543,26.4012,0,255,0,0,100,1,1
1,190,500,-30.1587,0,255,0,0,100,1,1
2,110,176,-42.3335,0,255,0,0,100,1,1
3,453,559,138.525,0,255,0,0,100,1,1
4,340,308,11.9033,0,255,0,0,100,1,1
5,522,29,63.2732,0,255,0,0,100,1,1
6,144,69,-149.933,0,255,0,0,100,1,1
7,315,83,-25.9842,0,255,0,0,100,1,1
8,109,582,157.319,0,255,0,0,100,1,1
9,44,29,-64.2432,0,255,0,0,100,1,1
10,479,318,6.03079,0,255,0,0,100,1,1
11,209,226,-142.811,0,255,0,0,100,1,1
12,49,245,10.6263,0,255,0,0,100,1,1
13,75,507,-31.838,0,255,0,0,100,1,1
14,212,482,-142.531,0,255,0,0,100,1,1
15,143,304,-166.058,0,255,0,0,100,1,1
16,68,92,-82.8267,0,255,0,0,100,1,1
17,252,454,82.4219,0,255,0,0,100,1,1
18,132,260,101.599,0,255,0,0,100,1,1
19,180,16,95.6783,0,255,0,0,100,1,1
20,126,426,9.22329,0,255,0,0,100,1,1
21,556,144,97.7559,0,255,0,0,100,1,1
22,572,110,16.0566,0,255,0,0,100,1,1
23,298,222,37.5788,0,255,0,0,100,1,1
24,354,25,-41.6066,0,255,0,0,100,1,1
25,310,437,33.041,0,255,0,0,100,1,1
26,423,410,-31.7739,0,255,0,0,100,1,1
27,192,49,-177.935,0,255,0,0,100,1,1
28,411,532,173.033,0,255,0,0,100,1,1
29,231,251,-58.8522,0,255,0,0,100,1,1
30,190,383,24.4292,0,255,0,0,100,1,1
31,222,298,74.0765,0,255,0,0,100,1,1
32,242,508,47.18,0,255,0,0,100,1,1
33,559,502,92.1953,0,255,0,0,100,1,1
34,395,204,63.1956,0,255,0,0,100,1,1
35,376,29,22.2494,0,255,0,0,100,1,1
36,45,449,-107.606,0,255,0,0,100,1,1
37,458,118,-66.4502,0,255,0,0,100,1,1
38,555,487,-107.299,0,255,0,0,100,1,1
39,477,412,77.1377,0,255,0,0,100,1,1
40,575,567,-33.0251,0,255,0,0,100,1,1
41,254,581,18.22,0,255,0,0,100,1,1
42,200,357,-170.214,0,255,0,0,100,1,1
43,320,299,-67.4298,0,255,0,0,100,1,1
44,455,396,153.844,0,255,0,0,100,1,1
45,31,214,-32.0179,0,255,0,0,100,1,1
46,421,232,-84.2102,0,255,0,0,100,1,1
47,37,398,-158.015,0,255,0,0,100,1,1
48,15,561,-25.2622,0,255,0,0,100,1,1
49,399,426,-136.308,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
