### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,334,198,-159.637,0,255,0,0,100,1,1
1,480,213,122.642,0,255,0,0,100,1,1
2,362,468,79.8493,0,255,0,0,100,1,1
3,563,49,-26.0208,0,255,0,0,100,1,1
4,229,540,-155.707,0,255,0,0,100,1,1
5,280,226,-48.097,0,255,0,0,100,1,1
6,150,171,61.4121,0,255,0,0,100,1,1
7,212,558,-146.702,0,255,0,0,100,1,1
8,378,127,-20.435,0,255,0,0,100,1,1
9,448,30,3.13015,0,255,0,0,100,1,1
10,500,386,-145.962,0,255,0,0,100,1,1
11,546,356,69.658,0,255,0,0,100,1,1
12,97,147,33.2993,0,255,0,0,100,1,1
13,87,287,126.24,0,255,0,0,100,1,1
14,522,196,-90.767,0,255,0,0,100,1,1
15,434,518,56.8711,0,255,0,0,100,1,1
16,292,417,-103.601,0,255,0,0,100,1,1
17,182,210,71.3641,0,255,0,0,100,1,1
18,246,403,-136.249,0,255,0,0,100,1,1
19,531,557,124.774,0,255,0,0,100,1,1
20,151,39,-14.4453,0,255,0,0,100,1,1
21,534,12,-86.9398,0,255,0,0,100,1,1
22,456,497,-143.942,0,255,0,0,100,1,1
23,550,342,-174.881,0,255,0,0,100,1,1
24,144,354,-146.791,0,255,0,0,100,1,1
25,214,233,86.2356,0,255,0,0,100,1,1
26,222,468,133.671,0,255,0,0,100,1,1
27,215,212,-164.096,0,255,0,0,100,1,1
28,61,439,-10.8314,0,255,0,0,100,1,1
29,344,390,170.644,0,255,0,0,100,1,1
30,213,193,38.6548,0,255,0,0,100,1,1
31,519,217,62.9362,0,255,0,0,100,1,1
32,552,69,-32.938,0,255,0,0,100,1,1
33,373,36,63.4236,0,255,0,0,100,1,1
34,359,20,-86.6788,0,255,0,0,100,1,1
35,86,569,69.5333,0,255,0,0,100,1,1
36,199,277,-122.993,0,255,0,0,100,1,1
37,234,440,-32.9289,0,255,0,0,100,1,1
38,385,299,-21.1999,0,255,0,0,100,1,1
39,426,472,142.801,0,255,0,0,100,1,1
40,334,223,-41.783,0,255,0,0,100,1,1
41,121,485,65.1148,0,255,0,0,100,1,1
42,44,355,-39.8566,0,255,0,0,100,1,1
43,16,373,-34.7123,0,255,0,0,100,1,1
44,485,347,-127.413,0,255,0,0,100,1,1
45,70,579,62.199,0,255,0,0,100,1,1
46,518,131,97.5238,0,255,0,0,100,1,1
47,426,351,167.362,0,255,0,0,100,1,1
48,419,479,101.347,0,255,0,0,100,1,1
49,279,26,-116.733,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
### ### ###
#
# Landmarks
#
# id, x, y
#
#
