### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,160,544,123.158,0,255,0,0,100,1,1
1,532,521,-103.616,0,255,0,0,100,1,1
2,231,49,22.7102,0,255,0,0,100,1,1
3,368,465,-17.9175,0,255,0,0,100,1,1
4,555,422,-117.505,0,255,0,0,100,1,1
5,312,505,90.2089,0,255,0,0,100,1,1
6,440,506,41.8173,0,255,0,0,100,1,1
7,514,355,173.617,0,255,0,0,100,1,1
8,517,123,-100.736,0,255,0,0,100,1,1
9,380,350,172.423,0,255,0,0,100,1,1
10,319,341,-153.306,0,255,0,0,100,1,1
11,41,249,-143.83,0,255,0,0,100,1,1
12,110,428,-130.408,0,255,0,0,100,1,1
13,524,115,-81.5548,0,255,0,0,100,1,1
14,74,536,62.8681,0,255,0,0,100,1,1
15,99,449,102.004,0,255,0,0,100,1,1
16,153,532,141.095,0,255,0,0,100,1,1
17,84,538,-125.792,0,255,0,0,100,1,1
18,143,55,-13.4002,0,255,0,0,100,1,1
19,426,344,31.5238,0,255,0,0,100,1,1
20,544,183,-38.4101,0,255,0,0,100,1,1
21,266,73,94.0835,0,255,0,0,100,1,1
22,385,281,-116.201,0,255,0,0,100,1,1
23,259,436,69.8936,0,255,0,0,100,1,1
24,379,109,-11.4106,0,255,0,0,100,1,1
25,45,86,-31.1319,0,255,0,0,100,1,1
26,233,574,-147.25,0,255,0,0,100,1,1
27,24,42,-158.093,0,255,0,0,100,1,1
28,459,432,62.6024,0,255,0,0,100,1,1
29,249,169,-136.846,0,255,0,0,100,1,1
30,261,159,-170.829,0,255,0,0,100,1,1
31,263,254,-44.3127,0,255,0,0,100,1,1
32,243,432,-142.538,0,255,0,0,100,1,1
33,482,489,131.323,0,255,0,0,100,1,1
34,104,86,134.429,0,255,0,0,100,1,1
35,83,462,72.5246,0,255,0,0,100,1,1
36,143,399,143.066,0,255,0,0,100,1,1
37,266,540,-58.5204,0,255,0,0,100,1,1
38,460,220,65.3683,0,255,0,0,100,1,1
39,82,212,-98.1864,0,255,0,0,100,1,1
40,380,392,-169.501,0,255,0,0,100,1,1
41,432,297,24.4838,0,255,0,0,100,1,1
42,40,178,161.983,0,255,0,0,100,1,1
43,500,395,97.6976,0,255,0,0,100,1,1
44,266,201,-125.664,0,255,0,0,100,1,1
45,420,297,91.0622,0,255,0,0,100,1,1
46,545,260,-31.975,0,255,0,0,100,1,1
47,534,541,6.83006,0,255,0,0,100,1,1
48,127,358,-178.358,0,255,0,0,100,1,1
49,184,25,-118.193,0,255,0,0,100,1,1
50,555,382,-74.3778,0,255,0,0,100,1,1
51,358,501,106.479,0,255,0,0,100,1,1
52,56,319,-135.301,0,255,0,0,100,1,1
53,461,529,-85.4951,0,255,0,0,100,1,1
54,510,80,-48.2614,0,255,0,0,100,1,1
55,360,443,177.183,0,255,0,0,100,1,1
