### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,269,504,-163.024,0,255,0,0,100,1,1
1,201,73,-55.3237,0,255,0,0,100,1,1
2,55,75,-122.269,0,255,0,0,100,1,1
3,462,89,84.8691,0,255,0,0,100,1,1
4,102,165,162.292,0,255,0,0,100,1,1
5,385,125,-91.1672,0,255,0,0,100,1,1
6,47,120,-71.6504,0,255,0,0,100,1,1
7,218,58,153.021,0,255,0,0,100,1,1
8,514,477,89.2097,0,255,0,0,100,1,1
9,419,23,-106.197,0,255,0,0,100,1,1
10,552,300,66.676,0,255,0,0,100,1,1
11,407,16,176.533,0,255,0,0,100,1,1
12,228,42,89.4407,0,255,0,0,100,1,1
13,535,177,21.0817,0,255,0,0,100,1,1
14,565,100,-141.078,0,255,0,0,100,1,1
15,380,365,-137.377,0,255,0,0,100,1,1
16,175,94,-79.6769,0,255,0,0,100,1,1
17,55,425,95.9019,0,255,0,0,100,1,1
18,370,70,-10.0404,0,255,0,0,100,1,1
19,342,400,-119.368,0,255,0,0,100,1,1
20,139,390,90.3259,0,255,0,0,100,1,1
21,48,446,56.7731,0,255,0,0,100,1,1
22,250,495,1.48271,0,255,0,0,100,1,1
23,226,391,113.185,0,255,0,0,100,1,1
24,407,148,-102.653,0,255,0,0,100,1,1
25,172,212,158.562,0,255,0,0,100,1,1
26,124,57,83.0571,0,255,0,0,100,1,1
27,271,97,-178.687,0,255,0,0,100,1,1
28,567,336,-95.9623,0,255,0,0,100,1,1
29,153,558,66.7201,0,255,0,0,100,1,1
30,40,334,-143.362,0,255,0,0,100,1,1
31,392,577,34.8048,0,255,0,0,100,1,1
32,490,217,-66.7174,0,255,0,0,100,1,1
33,464,446,42.2776,0,255,0,0,100,1,1
34,108,258,-84.3215,0,255,0,0,100,1,1
35,225,70,-66.3834,0,255,0,0,100,1,1
36,285,292,105.742,0,255,0,0,100,1,1
37,76,331,-57.0094,0,255,0,0,100,1,1
38,76,133,-146.78,0,255,0,0,100,1,1
39,489,280,-128.307,0,255,0,0,100,1,1
40,327,213,-26.5499,0,255,0,0,100,1,1
41,326,32,53.1789,0,255,0,0,100,1,1
42,205,297,-81.44,0,255,0,0,100,1,1
43,567,447,-31.0986,0,255,0,0,100,1,1
44,114,291,-99.6457,0,255,0,0,100,1,1
45,115,166,-153.015,0,255,0,0,100,1,1
46,73,154,94.4264,0,255,0,0,100,1,1
47,375,424,-53.9088,0,255,0,0,100,1,1
48,275,461,123.297,0,255,0,0,100,1,1
49,353,536,40.0191,0,255,0,0,100,1,1
50,459,274,23.9809,0,255,0,0,100,1,1
51,265,299,40.8691,0,255,0,0,100,1,1
52,67,449,-139.533,0,255,0,0,100,1,1
53,274,360,35.0253,0,255,0,0,100,1,1
54,583,553,83.9431,0,255,0,0,100,1,1
55,214,213,-147.959,0,255,0,0,100,1,1
56,221,305,-119.319,0,255,0,0,100,1,1
57,363,566,-166.107,0,255,0,0,100,1,1
58,271,311,-80.7813,0,255,0,0,100,1,1
59,405,576,114.462,0,255,0,0,100,1,1
60,179,162,-87.2217,0,255,0,0,100,1,1
61,491,556,-8.55912,0,255,0,0,100,1,1
62,564,95,63.3179,0,255,0,0,100,1,1
63,422,443,39.7463,0,255,0,0,100,1,1
64,323,571,-108.378,0,255,0,0,100,1,1
65,245,316,-86.1715,0,255,0,0,100,1,1
66,248,24,-176.752,0,255,0,0,100,1,1
67,474,85,-103.218,0,255,0,0,100,1,1
68,390,532,99.8415,0,255,0,0,100,1,1
69,394,446,45.7417,0,255,0,0,100,1,1
70,472,81,63.0895,0,255,0,0,100,1,1
71,555,429,-131.498,0,255,0,0,100,1,1
72,236,283,-172.474,0,255,0,0,100,1,1
73,480,543,150.012,0,255,0,0,100,1,1
74,259,327,111.653,0,255,0,0,100,1,1
75,477,181,-139.582,0,255,0,0,100,1,1
76,548,90,46.9107,0,255,0,0,100,1,1
77,84,417,50.3215,0,255,0,0,100,1,1
78,262,281,163.734,0,255,0,0,100,1,1
79,533,544,133.624,0,255,0,0,100,1,1
80,21,42,149.694,0,255,0,0,100,1,1
81,467,255,117.878,0,255,0,0,100,1,1
82,33,527,156.511,0,255,0,0,100,1,1
83,479,567,56.78,0,255,0,0,100,1,1
84,221,85,-6.95761,0,255,0,0,100,1,1
85,433,521,-41.8254,0,255,0,0,100,1,1
86,248,223,102.112,0,255,0,0,100,1,1
87,428,127,108.799,0,255,0,0,100,1,1
88,393,358,-58.5211,0,255,0,0,100,1,1
89,427,388,56.513,0,255,0,0,100,1,1
90,562,12,-37.7933,0,255,0,0,100,1,1
91,461,20,-100.93,0,255,0,0,100,1,1
92,260,171,155.76,0,255,0,0,100,1,1
93,159,455,-115.893,0,255,0,0,100,1,1
94,367,145,-164.49,0,255,0,0,100,1,1
95,506,273,112.045,0,255,0,0,100,1,1
96,479,365,-169.654,0,255,0,0,100,1,1
97,361,14,168.063,0,255,0,0,100,1,1
98,163,111,14.6245,0,255,0,0,100,1,1
99,138,214,27.2091,0,255,0,0,100,1,1
100,9,543,114.918,0,255,0,0,100,1,1
101,257,579,103.35,0,255,0,0,100,1,1
102,516,258,-68.065,0,255,0,0,100,1,1
103,80,348,70.3936,0,255,0,0,100,1,1
104,73,481,-110.529,0,255,0,0,100,1,1
105,302,72,-112.12,0,255,0,0,100,1,1
106,327,180,-54.162,0,255,0,0,100,1,1
107,182,37,7.98493,0,255,0,0,100,1,1
108,509,293,61.381,0,255,0,0,100,1,1
109,18,326,-41.5619,0,255,0,0,100,1,1
110,470,182,-141.304,0,255,0,0,100,1,1
111,63,245,77.2127,0,255,0,0,100,1,1
112,301,84,120.533,0,255,0,0,100,1,1
113,239,403,113.842,0,255,0,0,100,1,1
114,574,158,-49.7158,0,255,0,0,100,1,1
115,579,249,-130.861,0,255,0,0,100,1,1
116,93,275,151.203,0,255,0,0,100,1,1
117,536,389,-85.33,0,255,0,0,100,1,1
118,345,451,-69.8588,0,255,0,0,100,1,1
119,87,159,-0.47182,0,255,0,0,100,1,1
120,257,426,-106.772,0,255,0,0,100,1,1
121,437,548,176.198,0,255,0,0,100,1,1
122,413,502,14.3483,0,255,0,0,100,1,1
123,405,31,120.179,0,255,0,0,100,1,1
124,90,571,117.499,0,255,0,0,100,1,1
125,377,516,100.026,0,255,0,0,100,1,1
126,348,462,-163.626,0,255,0,0,100,1,1
127,113,513,-11.6806,0,255,0,0,100,1,1
128,228,197,95.4566,0,255,0,0,100,1,1
129,207,88,157.606,0,255,0,0,100,1,1
130,419,170,-148.801,0,255,0,0,100,1,1
131,548,380,-48.3631,0,255,0,0,100,1,1
132,172,515,-83.7294,0,255,0,0,100,1,1
133,469,363,44.6301,0,255,0,0,100,1,1
134,578,265,37.0761,0,255,0,0,100,1,1
135,449,446,76.0631,0,255,0,0,100,1,1
136,172,284,63.6818,0,255,0,0,100,1,1
137,14,395,-105.091,0,255,0,0,100,1,1
138,427,324,104.337,0,255,0,0,100,1,1
139,273,335,85.2165,0,255,0,0,100,1,1
140,11,372,-97.9317,0,255,0,0,100,1,1
141,26,560,179.201,0,255,0,0,100,1,1
142,270,206,-136.689,0,255,0,0,100,1,1
143,47,527,74.9681,0,255,0,0,100,1,1
144,441,295,19.0266,0,255,0,0,100,1,1
145,71,440,-141.121,0,255,0,0,100,1,1
146,380,564,50.1362,0,255,0,0,100,1,1
147,241,363,176.198,0,255,0,0,100,1,1
148,215,370,14.3334,0,255,0,0,100,1,1
149,225,156,131.103,0,255,0,0,100,1,1
150,54,523,144.862,0,255,0,0,100,1,1
151,207,234,33.0958,0,255,0,0,100,1,1
152,478,514,-140.842,0,255,0,0,100,1,1
153,321,276,159.689,0,255,0,0,100,1,1
154,384,434,-76.8462,0,255,0,0,100,1,1
155,375,57,-30.8414,0,255,0,0,100,1,1
156,405,273,14.8638,0,255,0,0,100,1,1
157,57,195,-28.1054,0,255,0,0,100,1,1
158,129,544,-22.4008,0,255,0,0,100,1,1
159,391,139,-119.694,0,255,0,0,100,1,1
160,455,133,47.6844,0,255,0,0,100,1,1
161,409,246,161.971,0,255,0,0,100,1,1
162,72,399,117.755,0,255,0,0,100,1,1
163,413,37,-87.0982,0,255,0,0,100,1,1
164,106,333,23.6926,0,255,0,0,100,1,1
165,378,174,-80.0445,0,255,0,0,100,1,1
166,398,47,52.1599,0,255,0,0,100,1,1
167,461,75,157.393,0,255,0,0,100,1,1
168,90,474,118.652,0,255,0,0,100,1,1
169,123,413,21.4268,0,255,0,0,100,1,1
170,309,82,163.723,0,255,0,0,100,1,1
171,314,401,105.95,0,255,0,0,100,1,1
172,236,272,-144.746,0,255,0,0,100,1,1
173,230,298,-29.9155,0,255,0,0,100,1,1
174,508,14,5.35947,0,255,0,0,100,1,1
175,237,409,-176.235,0,255,0,0,100,1,1
176,111,354,156.702,0,255,0,0,100,1,1
177,15,257,165.701,0,255,0,0,100,1,1
178,533,84,-177.72,0,255,0,0,100,1,1
179,263,477,37.4188,0,255,0,0,100,1,1
180,465,165,29.917,0,255,0,0,100,1,1
181,544,449,169.659,0,255,0,0,100,1,1
182,40,16,131.377,0,255,0,0,100,1,1
183,79,115,-142.747,0,255,0,0,100,1,1
184,103,481,94.6145,0,255,0,0,100,1,1
185,272,149,-41.1124,0,255,0,0,100,1,1
186,220,489,47.1547,0,255,0,0,100,1,1
187,101,383,-163.98,0,255,0,0,100,1,1
188,459,380,16.0507,0,255,0,0,100,1,1
189,149,258,-97.7871,0,255,0,0,100,1,1
190,562,323,-153.173,0,255,0,0,100,1,1
191,327,234,-21.9445,0,255,0,0,100,1,1
192,209,110,-75.0852,0,255,0,0,100,1,1
193,457,393,135.77,0,255,0,0,100,1,1
194,501,483,-45.3715,0,255,0,0,100,1,1
195,439,163,75.2568,0,255,0,0,100,1,1
196,35,500,163.358,0,255,0,0,100,1,1
197,511,536,176.364,0,255,0,0,100,1,1
198,433,391,137.769,0,255,0,0,100,1,1
199,168,237,93.8923,0,255,0,0,100,1,1
200,82,145,-3.31932,0,255,0,0,100,1,1
201,477,321,-139.143,0,255,0,0,100,1,1
202,540,470,88.9219,0,255,0,0,100,1,1
203,289,435,7.72752,0,255,0,0,100,1,1
204,271,116,-104.48,0,255,0,0,100,1,1
205,294,514,52.2718,0,255,0,0,100,1,1
206,283,15,-33.4458,0,255,0,0,100,1,1
207,95,205,96.7203,0,255,0,0,100,1,1
208,573,218,-53.5738,0,255,0,0,100,1,1
209,506,361,47.3007,0,255,0,0,100,1,1
210,432,540,-137.468,0,255,0,0,100,1,1
211,25,232,26.5956,0,255,0,0,100,1,1
212,256,434,-120.058,0,255,0,0,100,1,1
213,230,111,-10.547,0,255,0,0,100,1,1
214,110,281,-142.916,0,255,0,0,100,1,1
215,472,141,-169.436,0,255,0,0,100,1,1
216,433,298,-46.9461,0,255,0,0,100,1,1
217,138,125,131.729,0,255,0,0,100,1,1
218,298,144,78.3297,0,255,0,0,100,1,1
219,535,332,-124.745,0,255,0,0,100,1,1
220,457,560,102.529,0,255,0,0,100,1,1
221,173,548,74.0511,0,255,0,0,100,1,1
222,218,191,-147.623,0,255,0,0,100,1,1
223,218,136,-45.0986,0,255,0,0,100,1,1
224,341,262,26.9147,0,255,0,0,100,1,1
225,123,442,-144.822,0,255,0,0,100,1,1
226,34,507,-55.8775,0,255,0,0,100,1,1
227,267,534,-63,0,255,0,0,100,1,1
228,219,252,-132.766,0,255,0,0,100,1,1
229,455,490,-14.1158,0,255,0,0,100,1,1
230,10,264,-166.669,0,255,0,0,100,1,1
231,281,572,-140.752,0,255,0,0,100,1,1
232,311,225,-155.622,0,255,0,0,100,1,1
