### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,485,552,117.836,0,255,0,0,100,1,1
1,536,582,-7.83723,0,255,0,0,100,1,1
2,24,451,77.838,0,255,0,0,100,1,1
3,379,341,-57.4123,0,255,0,0,100,1,1
4,15,235,91.3966,0,255,0,0,100,1,1
5,579,84,178.326,0,255,0,0,100,1,1
6,369,232,76.1035,0,255,0,0,100,1,1
7,433,552,-167.978,0,255,0,0,100,1,1
8,457,381,-109.242,0,255,0,0,100,1,1
9,35,430,13.3899,0,255,0,0,100,1,1
10,563,243,-113.508,0,255,0,0,100,1,1
11,72,45,-6.67879,0,255,0,0,100,1,1
12,32,580,171.593,0,255,0,0,100,1,1
13,500,394,34.3735,0,255,0,0,100,1,1
14,402,566,-143.459,0,255,0,0,100,1,1
15,59,517,-3.62619,0,255,0,0,100,1,1
16,319,258,-9.46647,0,255,0,0,100,1,1
17,20,81,84.7287,0,255,0,0,100,1,1
18,186,25,-23.3182,0,255,0,0,100,1,1
19,563,32,16.3567,0,255,0,0,100,1,1
20,259,140,96.6978,0,255,0,0,100,1,1
21,89,346,-49.2748,0,255,0,0,100,1,1
22,255,455,-107.471,0,255,0,0,100,1,1
23,330,375,23.9038,0,255,0,0,100,1,1
24,257,197,-67.8988,0,255,0,0,100,1,1
25,449,28,-87.7034,0,255,0,0,100,1,1
26,558,476,-141.4,0,255,0,0,100,1,1
27,575,380,-166.526,0,255,0,0,100,1,1
28,228,311,69.7163,0,255,0,0,100,1,1
29,104,44,-103.976,0,255,0,0,100,1,1
30,159,433,56.7363,0,255,0,0,100,1,1
31,31,415,36.7341,0,255,0,0,100,1,1
32,329,30,81.5578,0,255,0,0,100,1,1
33,112,208,22.0304,0,255,0,0,100,1,1
34,92,379,-145.573,0,255,0,0,100,1,1
35,567,500,-54.676,0,255,0,0,100,1,1
36,57,113,115.11,0,255,0,0,100,1,1
37,168,166,4.58063,0,255,0,0,100,1,1
38,398,533,-154.551,0,255,0,0,100,1,1
39,544,168,-86.9655,0,255,0,0,100,1,1
40,488,579,-8.33818,0,255,0,0,100,1,1
41,14,361,-140.361,0,255,0,0,100,1,1
42,487,489,115.857,0,255,0,0,100,1,1
43,581,177,81.7837,0,255,0,0,100,1,1
44,300,510,-56.0306,0,255,0,0,100,1,1
45,209,574,117.93,0,255,0,0,100,1,1
46,107,183,75.5102,0,255,0,0,100,1,1
47,109,406,107.518,0,255,0,0,100,1,1
48,290,582,-179.622,0,255,0,0,100,1,1
49,300,402,-132.728,0,255,0,0,100,1,1
50,580,216,6.61786,0,255,0,0,100,1,1
51,137,280,21.6945,0,255,0,0,100,1,1
52,42,82,-97.1064,0,255,0,0,100,1,1
53,301,391,-156.363,0,255,0,0,100,1,1
54,293,442,-144.025,0,255,0,0,100,1,1
55,86,280,56.8839,0,255,0,0,100,1,1
56,428,516,-138.083,0,255,0,0,100,1,1
57,85,245,51.6616,0,255,0,0,100,1,1
58,364,455,153.762,0,255,0,0,100,1,1
59,475,401,-19.7132,0,255,0,0,100,1,1
60,414,88,115.285,0,255,0,0,100,1,1
61,54,534,76.9912,0,255,0,0,100,1,1
62,334,451,-98.7848,0,255,0,0,100,1,1
63,77,191,-45.1369,0,255,0,0,100,1,1
64,47,32,-66.7237,0,255,0,0,100,1,1
65,160,534,95.3621,0,255,0,0,100,1,1
